Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
1.8820637312214128,-0.17420706087294516,1.0543126067384534,0.2501430028518608,0.38112444467658496,-0.04925982198517708,0.2409541447369789,-0.5736335846249674,1.7204371157593616,-1.1677821782207451,-0.4245674395542055,0.27732944586691677,-0.9350128920149986,0.9943993851409367,0.14929370154998015,0.3619231135211799,-0.9664893043105794,-1.1633644345152474,-0.6721455968365369,-1.1466139124039854,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.3320104940537641,-1.0285983785300645,0.07562579879558516,1.1612599006566522,-1.0352163970269406,-0.952356558380088,-0.6605749682245073,-0.6767493436392279,0.9232674328043078,0.4865132448865561,-0.4245674395542055,-1.549391455052894,0.25127797444001687,-0.5397371136739728,-0.6253434291338786,-1.0650138931931505,-0.32342973392398494,-0.057313546039212654,-0.6721455968365369,-0.5904960536542571,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.107137752375101,-0.9065424760076188,1.0543126067384534,1.1612599006566522,-1.0352163970269406,-0.952356558380088,1.1424832576984651,-0.6767493436392279,-0.6710719331057998,0.762229148737773,-0.4245674395542055,-1.549391455052894,-0.9350128920149986,-1.051115946612276,0.14929370154998015,-1.0650138931931505,-0.6449595191172822,-0.61033899027723,-0.3702427154481373,-0.5904960536542571,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
-0.11060307152624642,0.6801842567841742,1.0543126067384534,1.1612599006566522,-2.451557238730466,-0.04925982198517708,1.1424832576984651,-0.2286413538488611,-0.6710719331057998,2.4165245718450743,2.3553384146697574,-1.549391455052894,0.25127797444001687,0.48302055220263357,0.9239308322338389,-1.0650138931931505,1.2842191920425015,2.1547882309128568,2.648786098435858,1.9120343107195203,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.22130678279000526,-1.0285983785300645,1.0543126067384534,1.1612599006566522,-1.0352163970269406,-0.952356558380088,0.2409541447369789,-0.8965598916613964,1.3218522742818348,-0.8920662743695283,-0.4245674395542055,-0.6360310045929886,0.25127797444001687,-0.15620298897024543,-0.6253434291338786,0.3619231135211799,0.15886494386596098,-1.1633644345152474,-0.3702427154481373,0.7997985932200637,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
-0.8855290503725584,1.1684078668739566,0.07562579879558516,0.2501430028518608,-1.0352163970269406,-0.04925982198517708,0.2409541447369789,0.45328055864462313,-0.6710719331057998,-0.34063446666709457,-0.4245674395542055,0.27732944586691677,1.4375688408950325,-0.15620298897024543,0.14929370154998015,0.3619231135211799,0.48039472905925823,0.7722246203178135,-0.6721455968365369,-0.03437819490452876,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.1034711537489303,0.5581283542617285,1.0543126067384534,-0.6609738949529306,0.38112444467658496,-0.952356558380088,-0.6605749682245073,-0.32263370208613973,2.5176067987144153,0.762229148737773,-0.4245674395542055,-1.549391455052894,2.623859707350048,-0.5397371136739728,-0.6253434291338786,0.3619231135211799,-0.32342973392398494,-0.057313546039212654,0.5354659287170613,-0.3124371242793929,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0.8857303298475832,0.06990474417194607,-0.903061009147283,-1.572090792757722,0.38112444467658496,-0.952356558380088,1.1424832576984651,-0.8125396435757026,0.12609774984925398,1.5893768602914238,2.3553384146697574,1.1906898963268222,1.4375688408950325,-0.41189240543939704,0.14929370154998015,-1.0650138931931505,-0.8057244117139308,-0.61033899027723,-0.6721455968365369,-0.5904960536542571,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0.9964340411113419,-1.0285983785300645,1.0543126067384534,1.1612599006566522,0.38112444467658496,0.853836914409734,-1.5621040811859936,0.6179262973175988,1.7204371157593616,0.21079734103533923,-0.4245674395542055,0.27732944586691677,0.25127797444001687,0.7387099686717852,0.14929370154998015,0.3619231135211799,-0.48419462652063355,-0.61033899027723,-0.6721455968365369,-0.3124371242793929,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.2215080622650301,0.06990474417194607,-1.8817478170901514,0.2501430028518608,0.38112444467658496,0.853836914409734,0.2409541447369789,1.4810433912888166,1.7204371157593616,1.5893768602914238,2.3553384146697574,0.27732944586691677,-0.9350128920149986,-0.28404769720482126,0.14929370154998015,0.3619231135211799,-0.48419462652063355,-0.33382626815822136,-0.06833983405973777,-0.5904960536542571,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1.660656308693895,-0.7844865734851733,1.0543126067384534,0.2501430028518608,-1.0352163970269406,1.756933650804645,-1.5621040811859936,2.200731980952133,-0.6710719331057998,-1.1677821782207451,-0.4245674395542055,-1.549391455052894,-0.9350128920149986,2.912070008659574,0.14929370154998015,1.7888601202355103,4.338752151378825,0.49571189819880473,-0.3702427154481373,3.302328957593841,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
-0.5534179165812818,-1.0285983785300645,0.07562579879558516,0.2501430028518608,-1.0352163970269406,-0.952356558380088,-0.6605749682245073,-0.8808591382312415,1.3218522742818348,1.3136609564402069,2.3553384146697574,0.27732944586691677,-0.9350128920149986,-0.7954265301431245,0.14929370154998015,0.3619231135211799,-0.6449595191172822,-1.1633644345152474,-0.6721455968365369,-0.5904960536542571,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.9964340411113419,1.046351964351511,-1.8817478170901514,-1.572090792757722,0.38112444467658496,0.853836914409734,0.2409541447369789,0.8578932179865878,0.9232674328043078,-1.1677821782207451,-0.4245674395542055,1.1906898963268222,-0.9350128920149986,2.145001759252119,0.14929370154998015,-1.0650138931931505,-0.8057244117139308,-0.61033899027723,-0.3702427154481373,-0.5904960536542571,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.9962327616363171,0.9242960618290653,-0.903061009147283,0.2501430028518608,0.38112444467658496,-0.04925982198517708,-1.5621040811859936,-0.4085635012646902,-0.6710719331057998,-0.8920662743695283,-0.4245674395542055,1.1906898963268222,0.25127797444001687,-0.15620298897024543,-0.6253434291338786,0.3619231135211799,0.48039472905925823,-1.1633644345152474,-0.3702427154481373,1.0778575225949278,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
-0.8855290503725584,1.656631476963739,-0.903061009147283,0.2501430028518608,1.7974652863801104,-0.952356558380088,0.2409541447369789,-0.8027797157677685,-0.6710719331057998,2.4165245718450743,2.3553384146697574,0.27732944586691677,0.25127797444001687,-0.15620298897024543,0.14929370154998015,0.3619231135211799,0.48039472905925823,0.7722246203178135,-0.6721455968365369,0.7997985932200637,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0.2215080622650301,1.7786873794861846,-1.8817478170901514,-0.6609738949529306,-1.0352163970269406,1.756933650804645,1.1424832576984651,1.1770004228373037,-1.0696567745833268,-1.1677821782207451,-0.4245674395542055,-1.549391455052894,0.25127797444001687,1.2500888016100884,-0.6253434291338786,-1.0650138931931505,2.0880436550257446,1.325250064555831,2.044980335659059,0.5217396638451995,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
-0.4427142053175229,-0.05215115835049954,0.07562579879558516,-1.572090792757722,0.38112444467658496,-0.952356558380088,1.1424832576984651,-0.7855937559320585,-1.0696567745833268,-0.6163503705183114,-0.4245674395542055,-0.6360310045929886,0.25127797444001687,0.48302055220263357,1.6985679629176977,0.3619231135211799,1.1234542994458527,1.6017627866748396,0.5354659287170613,1.6339753813446563,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0.11080435100127126,-0.7844865734851733,0.07562579879558516,-1.572090792757722,0.38112444467658496,0.853836914409734,0.2409541447369789,0.8752913501659486,-1.0696567745833268,-0.8920662743695283,-0.4245674395542055,0.27732944586691677,1.4375688408950325,0.7387099686717852,2.4732050936015564,-1.0650138931931505,1.44498408463915,1.6017627866748396,0.8373688101054608,2.4681521694692483,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-1.106936472900076,-0.540374768440282,-0.903061009147283,1.1612599006566522,0.38112444467658496,-0.952356558380088,1.1424832576984651,-0.8708870380796566,-1.0696567745833268,-0.34063446666709457,-0.4245674395542055,0.27732944586691677,-0.9350128920149986,-0.6675818219085486,0.14929370154998015,-1.0650138931931505,-0.32342973392398494,-0.057313546039212654,-0.6721455968365369,-0.5904960536542571,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
-1.9925661630101468,-1.0285983785300645,-1.8817478170901514,0.2501430028518608,-2.451557238730466,-0.952356558380088,-1.5621040811859936,-0.8823443446367967,-1.0696567745833268,1.5893768602914238,2.3553384146697574,-1.549391455052894,-0.9350128920149986,-1.3068053630814276,1.6985679629176977,1.7888601202355103,-1.127254196907228,-1.1633644345152474,-0.6721455968365369,-1.1466139124039854,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1.8820637312214128,0.9242960618290653,0.07562579879558516,0.2501430028518608,0.38112444467658496,0.853836914409734,0.2409541447369789,0.9028737548405451,2.1190219572368885,-1.1677821782207451,-0.4245674395542055,0.27732944586691677,0.25127797444001687,1.3779335098446641,-0.6253434291338786,0.3619231135211799,0.48039472905925823,0.7722246203178135,-0.6721455968365369,1.0778575225949278,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1.7713600199576538,1.656631476963739,1.0543126067384534,1.1612599006566522,0.38112444467658496,1.756933650804645,1.1424832576984651,1.6531151619895683,1.3218522742818348,0.762229148737773,-0.4245674395542055,0.27732944586691677,-0.9350128920149986,2.784225300424998,-2.174617690501596,0.3619231135211799,0.8019245142525555,1.325250064555831,0.2335630473286618,1.0778575225949278,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.4427142053175229,-0.17420706087294516,-1.8817478170901514,-0.6609738949529306,-1.0352163970269406,-0.952356558380088,1.1424832576984651,-0.8787374147947341,-1.0696567745833268,1.03794505258899,-0.4245674395542055,1.1906898963268222,-0.9350128920149986,-1.051115946612276,-0.6253434291338786,-1.0650138931931505,-0.8057244117139308,-0.61033899027723,-0.06833983405973777,-0.5904960536542571,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
-0.8855290503725584,-0.9065424760076188,0.07562579879558516,-1.572090792757722,-1.0352163970269406,-0.04925982198517708,-0.6605749682245073,0.034028007590757275,-0.27248709162827295,1.03794505258899,-0.4245674395542055,-0.6360310045929886,1.4375688408950325,-0.15620298897024543,-0.6253434291338786,0.3619231135211799,-1.127254196907228,-1.1633644345152474,-0.6721455968365369,-1.1466139124039854,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
-0.4427142053175229,-0.7844865734851733,0.07562579879558516,-1.572090792757722,0.38112444467658496,-0.952356558380088,-1.5621040811859936,-0.6652920370820878,-0.6710719331057998,-1.1677821782207451,-0.4245674395542055,-1.549391455052894,-0.9350128920149986,-0.15620298897024543,0.14929370154998015,0.3619231135211799,0.48039472905925823,1.048737342436822,2.044980335659059,0.7997985932200637,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
0.5536191960563066,2.3889668920984124,0.07562579879558516,-0.6609738949529306,0.38112444467658496,-0.04925982198517708,-0.6605749682245073,-0.43487287187738216,-0.6710719331057998,-0.6163503705183114,-0.4245674395542055,1.1906898963268222,0.25127797444001687,-0.15620298897024543,0.14929370154998015,-1.0650138931931505,0.3196298364626096,1.048737342436822,1.44117457288226,1.0778575225949278,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
-0.3320104940537641,0.06990474417194607,1.0543126067384534,1.1612599006566522,-1.0352163970269406,-0.04925982198517708,0.2409541447369789,-0.30141646772106556,-0.6710719331057998,-0.34063446666709457,-0.4245674395542055,-0.6360310045929886,0.25127797444001687,-0.41189240543939704,0.14929370154998015,-1.0650138931931505,0.15886494386596098,-0.61033899027723,1.44117457288226,0.7997985932200637,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
0.5536191960563066,-0.540374768440282,-0.903061009147283,1.1612599006566522,0.38112444467658496,2.660030387199556,0.2409541447369789,2.5077453622147563,1.3218522742818348,-0.6163503705183114,-0.4245674395542055,-0.6360310045929886,-0.9350128920149986,1.2500888016100884,0.14929370154998015,1.7888601202355103,-0.9664893043105794,-1.1633644345152474,-0.6721455968365369,-1.1466139124039854,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
-1.217640184163835,-1.0285983785300645,0.07562579879558516,0.2501430028518608,0.38112444467658496,-0.04925982198517708,0.2409541447369789,-0.2519803116504427,-0.6710719331057998,0.4865132448865561,-0.4245674395542055,-0.6360310045929886,0.25127797444001687,-0.41189240543939704,0.14929370154998015,0.3619231135211799,0.15886494386596098,0.7722246203178135,1.44117457288226,0.7997985932200637,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1.9927674424851716,-1.0285983785300645,1.0543126067384534,-0.6609738949529306,1.7974652863801104,1.756933650804645,1.1424832576984651,1.7500779230379573,-0.27248709162827295,-0.6163503705183114,-0.4245674395542055,1.1906898963268222,1.4375688408950325,2.5285358839558465,0.9239308322338389,1.7888601202355103,-0.001899948730687651,0.7722246203178135,-0.6721455968365369,-1.1466139124039854,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.4392488861663773,-1.0285983785300645,1.0543126067384534,-0.6609738949529306,0.38112444467658496,-0.04925982198517708,0.2409541447369789,0.05185048445741959,1.7204371157593616,-0.8920662743695283,-0.4245674395542055,1.1906898963268222,1.4375688408950325,0.09948642749890615,0.14929370154998015,0.3619231135211799,-0.16266484132733627,-0.33382626815822136,-0.6721455968365369,-0.8685549830291213,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0001006397375124165,-0.29626296339539077,1.0543126067384534,1.1612599006566522,0.38112444467658496,-0.04925982198517708,-1.5621040811859936,-0.46669872342499347,0.9232674328043078,1.8650927641426407,2.3553384146697574,0.27732944586691677,0.25127797444001687,0.6108652604372093,-0.6253434291338786,0.3619231135211799,-0.32342973392398494,-0.33382626815822136,-0.6721455968365369,-0.03437819490452876,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
0.8857303298475832,2.0227991845310758,0.07562579879558516,-1.572090792757722,-1.0352163970269406,-0.04925982198517708,-1.5621040811859936,-0.4452693167162685,-0.6710719331057998,-0.06491856281587766,-0.4245674395542055,-1.549391455052894,0.25127797444001687,-0.15620298897024543,-0.6253434291338786,0.3619231135211799,0.48039472905925823,0.7722246203178135,0.5354659287170613,0.2436807344703354,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0.6643229073200655,0.6801842567841742,0.07562579879558516,1.1612599006566522,-1.0352163970269406,-0.04925982198517708,1.1424832576984651,0.06797558257487597,0.12609774984925398,0.762229148737773,-0.4245674395542055,0.27732944586691677,0.25127797444001687,-0.5397371136739728,1.6985679629176977,0.3619231135211799,-0.8057244117139308,-0.61033899027723,-0.06833983405973777,-0.5904960536542571,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0.2215080622650301,-0.540374768440282,0.07562579879558516,1.1612599006566522,0.38112444467658496,-0.04925982198517708,1.1424832576984651,-0.9330535347693241,0.12609774984925398,-0.34063446666709457,-0.4245674395542055,0.27732944586691677,0.25127797444001687,0.9943993851409367,2.4732050936015564,1.7888601202355103,-0.9664893043105794,-1.1633644345152474,-0.6721455968365369,-1.1466139124039854,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
0.11080435100127126,-0.9065424760076188,-0.903061009147283,1.1612599006566522,0.38112444467658496,0.853836914409734,-0.6605749682245073,0.18403385455183174,1.7204371157593616,0.21079734103533923,-0.4245674395542055,0.27732944586691677,-0.9350128920149986,-0.15620298897024543,-0.6253434291338786,0.3619231135211799,-0.9664893043105794,-1.1633644345152474,-0.6721455968365369,-1.1466139124039854,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
-0.6641216278450406,-1.0285983785300645,1.0543126067384534,0.2501430028518608,0.38112444467658496,-0.952356558380088,-0.6605749682245073,-0.8450020121542662,-0.6710719331057998,0.4865132448865561,-0.4245674395542055,-0.6360310045929886,-0.9350128920149986,-1.3068053630814276,0.9239308322338389,0.3619231135211799,-0.9664893043105794,-0.8868517123962387,-0.3702427154481373,-1.1466139124039854,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1.5499525974301362,-1.0285983785300645,0.07562579879558516,0.2501430028518608,0.38112444467658496,-0.952356558380088,1.1424832576984651,-0.7978997518638015,-0.6710719331057998,-1.1677821782207451,-0.4245674395542055,-0.6360310045929886,-0.9350128920149986,-1.3068053630814276,-2.174617690501596,-1.0650138931931505,-0.9664893043105794,-1.1633644345152474,-0.6721455968365369,-1.1466139124039854,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
-0.11060307152624642,-1.0285983785300645,0.07562579879558516,0.2501430028518608,-2.451557238730466,0.853836914409734,-1.5621040811859936,0.7995458234826338,-0.27248709162827295,1.5893768602914238,2.3553384146697574,0.27732944586691677,0.25127797444001687,0.7387099686717852,-0.6253434291338786,0.3619231135211799,-0.001899948730687651,0.7722246203178135,1.44117457288226,0.7997985932200637,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0.2215080622650301,-0.41831886591783635,-1.8817478170901514,1.1612599006566522,-1.0352163970269406,0.853836914409734,-1.5621040811859936,0.7441688417897903,0.5246825913267809,-0.06491856281587766,-0.4245674395542055,-1.549391455052894,0.25127797444001687,-0.28404769720482126,1.6985679629176977,0.3619231135211799,-0.001899948730687651,0.7722246203178135,-0.3702427154481373,0.7997985932200637,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-0.5534179165812818,1.7786873794861846,1.0543126067384534,-1.572090792757722,0.38112444467658496,-0.04925982198517708,1.1424832576984651,-0.2492220711829831,-0.6710719331057998,-0.06491856281587766,-0.4245674395542055,1.1906898963268222,1.4375688408950325,-0.15620298897024543,-0.6253434291338786,0.3619231135211799,0.48039472905925823,1.048737342436822,0.5354659287170613,0.7997985932200637,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
-1.106936472900076,-0.17420706087294516,0.07562579879558516,-0.6609738949529306,1.7974652863801104,-0.952356558380088,0.2409541447369789,-0.6294349110051125,1.7204371157593616,0.4865132448865561,-0.4245674395542055,-1.549391455052894,-0.9350128920149986,-0.7954265301431245,-2.174617690501596,0.3619231135211799,-0.6449595191172822,-0.61033899027723,-0.6721455968365369,-0.5904960536542571,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.2215080622650301,-0.05215115835049954,0.07562579879558516,1.1612599006566522,0.38112444467658496,2.660030387199556,1.1424832576984651,2.7470757658527933,-0.27248709162827295,-0.6163503705183114,-0.4245674395542055,0.27732944586691677,-0.9350128920149986,1.2500888016100884,0.14929370154998015,-1.0650138931931505,-0.16266484132733627,-1.1633644345152474,-0.3702427154481373,-0.3124371242793929,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
-0.3320104940537641,-0.29626296339539077,1.0543126067384534,-1.572090792757722,0.38112444467658496,-0.952356558380088,1.1424832576984651,-0.7450688382947668,-0.6710719331057998,-0.6163503705183114,-0.4245674395542055,0.27732944586691677,-0.9350128920149986,-1.3068053630814276,0.9239308322338389,-2.491950899907481,-0.9664893043105794,-1.1633644345152474,-0.6721455968365369,-1.1466139124039854,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
